Door Style,Product Category,Size,Handing,Jamb,Casing,Hinges,Current Lowe's Stock Item Number,Lowe's Pro Stock Item Number,Image,Item Description,Full Description
3 Panel Craftsman Flat,Single Pre-hung,28,LH,Flat Jamb,No Casing,Nickel Hinges,5675170,6035916,,28 PRO 3PNL CRFT SM UT LH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,30,RH,Flat Jamb,No Casing,Nickel Hinges,5675178,6035918,,30 PRO 3PNL CRFT SM UT RH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,30,LH,Flat Jamb,No Casing,Nickel Hinges,5675177,1101923,,30 PRO 3PNL CRFT SM UT LH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,32,RH,Flat Jamb,No Casing,Nickel Hinges,5675175,6035920,,32 PRO 3PNL CRFT SM UT RH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,32,LH,Flat Jamb,No Casing,Nickel Hinges,5675174,1101925,,32 PRO 3PNL CRFT SM UT LH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,36,RH,Flat Jamb,No Casing,Nickel Hinges,5675184,6035922,,36 PRO 3PNL CRFT SM UT RH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,36,LH,Flat Jamb,No Casing,Nickel Hinges,5675179,6035924,,36 PRO 3PNL CRFT SM UT LH FLTNK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Flat Jamb no casing-nickel hinges
5 Panel Raised,Bi-hinge (French Door),48,No Bore,Flat Jamb,376,Nickel Hinges with Ball catches,NA,5738337,,48 PRO 5P MLD RP PFJ BC NK 376,5 Panel Raised-Molded-Hollow core-Bi-hinge - Split Jamb-376 casing-Ball catches-nickel hinges
5 Panel Raised,Bi-hinge (French Door),60,No Bore,Flat Jamb,376,Nickel Hinges with Ball catches,NA,5738335,,60 PRO SP MLD RP PFJ BC NK 376,5 Panel Raised-Molded-Hollow core-Bi-hinge - Split Jamb-376 casing-Ball catches-nickel hinges
5 Panel Raised,Bi-hinge (French Door),72,No Bore,Flat Jamb,376,Nickel Hinges with Ball catches,NA,5738334,,72 PRO 5P MLD RP PFJ BC NK 376,5 Panel Raised-Molded-Hollow core-Bi-hinge - Split Jamb-376 casing-Ball catches-nickel hinges
5 Panel Raised,Slab,24,No Bore,No Jamb,No Casing,No Hinges,527286,1168726,,PROW 24 5PSQ MLD SM HC SLAB,5 Panel Raised Panel - Hollow core-Molded-slab
5 Panel Raised,Slab,28,No Bore,No Jamb,No Casing,No Hinges,527305,1168807,,PROW 28 5PSQ MLD SM HC SLAB,5 Panel Raised Panel - Hollow core-Molded-slab
5 Panel Raised,Slab,30,No Bore,No Jamb,No Casing,No Hinges,527327,1169265,,PROW 30 5PSQ MLD SM HC SLAB,5 Panel Raised Panel - Hollow core-Molded-slab
5 Panel Raised,Slab,32,No Bore,No Jamb,No Casing,No Hinges,526426,1169275,,PROW 32 5PSQ MLD SM HC SLAB,5 Panel Raised Panel - Hollow core-Molded-slab
5 Panel Raised,Slab,36,No Bore,No Jamb,No Casing,No Hinges,526447,1170131,,PROW 36 5PSQ MLD SM HC SLAB,5 Panel Raised Panel - Hollow core-Molded-slab
3 Panel Craftsman Flat,Single Pre-hung,24,RH,Split Jamb,366,Nickel Hinges,5208938,1101983,,24 PRO 3P CRFT SM UT RH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,24,LH,Split Jamb,366,Nickel Hinges,5208939,1101984,,24 PRO 3P CRFT SM UT LH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,28,RH,Split Jamb,366,Nickel Hinges,5208940,1101985,,28 PRO 3P CRFT SM UT RH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,28,LH,Split Jamb,366,Nickel Hinges,5208941,1101986,,28 PRO 3P CRFT SM UT LH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,30,RH,Split Jamb,366,Nickel Hinges,5208942,1101987,,30 PRO 3P CRFT SM UT RH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,30,LH,Split Jamb,366,Nickel Hinges,5208943,1101988,,30 PRO 3P CRFT SM UT LH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,32,RH,Split Jamb,366,Nickel Hinges,5208944,6035975,,32 PRO 3P CRFT SM UT RH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,32,LH,Split Jamb,366,Nickel Hinges,5208945,1101990,,32 PRO 3P CRFT SM UT LH PF1366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,36,RH,Split Jamb,366,Nickel Hinges,5208946,1101991,,36 PRO 3P CRFT SM UT RH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
3 Panel Craftsman Flat,Single Pre-hung,36,LH,Split Jamb,366,Nickel Hinges,5208947,1101992,,36 PRO 3P CRFT SM UT LH PFJ366NK,3 Panel Craftsman Flat-Molded-Hollow core - Single pre- hung-Split Jamb-366 casing-nickel hinges
5 Panel Raised,Single Pre-hung,24,LH,Split Jamb,356,Nickel Hinges,957420,1101839,,24 PRO MLD 5PNL RSD LH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,24,RH,Split Jamb,356,Nickel Hinges,957421,6035860,,24 PRO MLD SPNL RSD RH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,28,LH,Split Jamb,356,Nickel Hinges,5405747,1168770,,28 PRO MLD 5PNL RSD LH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,28,RH,Split Jamb,356,Nickel Hinges,5405739,1169405,,28 PRO MLD 5PNL RSD RH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,30,LH,Split Jamb,356,Nickel Hinges,957422,6035862,,30 PRO MLD 5PNL RSD LH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,30,RH,Split Jamb,356,Nickel Hinges,957423,6035864,,30 PRO MLD 5PNL RSD RH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,32,LH,Split Jamb,356,Nickel Hinges,957424,6035866,,32 PRO MLD 5PNL RSD LH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,32,RH,Split Jamb,356,Nickel Hinges,957425,6035868,,32 PRO MLD 5PNL RSD RH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,36,LH,Split Jamb,356,Nickel Hinges,957426,1101845,,36 PRO MLD 5PNL RSD LH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Single Pre-hung,36,No Bore,Split Jamb,356,Nickel Hinges,957427,6035870,,36 PRO MLD 5PNL RSD RH PFJ/356 NK,5 Panel Raised-Hollow core-Molded-Split Jamb-356 casing-nickel hinges
5 Panel Raised,Bi-fold,24,No Bore,No Jamb,No Casing,No Hinges,5406062,1168797,,PROW 24 5PNL RSD BIFOLD,5 Panel Raised-Hollow core-Molded-Bi-fold
5 Panel Raised,Bi-fold,30,No Bore,No Jamb,No Casing,No Hinges,5406064,1169248,,PROW 30 5PNL RSD BIFOLD,5 Panel Raised-Hollow core-Molded-Bi-fold
5 Panel Raised,Bi-fold,36,No Bore,No Jamb,No Casing,No Hinges,5406067,1168733,,PROW 36 5PNL RSD BIFOLD,5 Panel Raised-Hollow core-Molded-Bi-fold
3 Panel Craftsman Flat,Bi-hinge (French Door),48,No Bore,Flat Jamb,No Casing,Nickel Hinges with Ball catches,NA,5738331,,48 PRO 3P CRAFT PFJ BC NK NCSG,3 Panel Craftsman Flat - Molded-Hollow core - Bi-hinge- Flat Jamb-No casing-Ball catches-nickel hinges
3 Panel Craftsman Flat,Bi-hinge (French Door),60,No Bore,Flat Jamb,No Casing,Nickel Hinges with Ball catches,NA,5738328,,60 PRO 3P CRAFT PFJ BC NK NCSG,3 Panel Craftsman Flat - Molded-Hollow core - Bi-hinge- Flat Jamb-No casing-Ball catches-nickel hinges
3 Panel Craftsman Flat,Bi-hinge (French Door),72,No Bore,Flat Jamb,No Casing,Nickel Hinges with Ball catches,NA,5738329,,72 PRO 3P CRAFT PFJ BC NK NCSG,3 Panel Craftsman Flat - Molded-Hollow core - Bi-hinge- Flat Jamb-No casing-Ball catches-nickel hinges
6 Panel Textured,Single Pre-hung,18,RH,Split Jamb,366,Nickel Hinges,205594,1101897,,18 PRO GPNL MLD TX UT RH PFJ 366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,18,LH,Split Jamb,366,Nickel Hinges,205595,1101898,,18 PRO 6PNL MLD TX UT LH PFJ 366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,24,RH,Split Jamb,366,Nickel Hinges,125154,1101887,,24 PRO 6PNL MLD TX UT RH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,24,LH,Split Jamb,366,Nickel Hinges,125156,1101888,,24 PRO 6PNL MLD TX UT LH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,28,RH,Split Jamb,366,Nickel Hinges,125159,6035898,,28 PRO 6PNL MLD TX UT RH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,28,LH,Split Jamb,366,Nickel Hinges,125161,1101890,,28 PRO 6PNL MLD TX UT LH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,30,RH,Split Jamb,366,Nickel Hinges,6035900,125162,,30 PRO 6PNL MLD TX UT RH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,30,LH,Split Jamb,366,Nickel Hinges,125165,1101892,,30 PRO 6PNL MLD TX UT LH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,32,RH,Split Jamb,366,Nickel Hinges,125169,1101893,,32 PRO 6PNL MLD TX UT RH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,32,LH,Split Jamb,366,Nickel Hinges,125170,1101894,,32 PRO 6PNL MLD TX UT LH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,36,RH,Split Jamb,366,Nickel Hinges,125171,1101895,,36 PRO 6PNL MLD TX UT RH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Single Pre-hung,36,LH,Split Jamb,366,Nickel Hinges,125173,1101896,,36 PRO 6PNL MLD TX UT LH PFJ366NK,6 Panel-Textured-Hollow core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Textured,Bi-hinge (French Door),48,No Bore,Split Jamb,376,Nickel Hinges,NA,1101917,,48 PRO 6P MLD HC TX PFJ BC NK 376,6 Panel-Textured - Molded-Hollow core-Bi-hinge - Split Jamb-376 casing-Ball catches - nickel hinges
6 Panel Textured,Bi-hinge (French Door),60,No Bore,Split Jamb,376,Nickel Hinges,NA,5738388,,60 PRO 6P MLD HC TX PFJ BC NK 376,6 Panel-Textured - Molded-Hollow core-Bi-hinge - Split Jamb-376 casing-Ball catches - nickel hinges
6 Panel Textured,Bi-hinge (French Door),72,No Bore,Split Jamb,376,Nickel Hinges,NA,5738384,,72 PRO 6P MLD HC TX PFJ BC NK 376,6 Panel-Textured - Molded-Hollow core-Bi-hinge - Split Jamb-376 casing-Ball catches - nickel hinges
6 Panel Solid Core,Single Pre-hung,24,RH,Split Jamb,356,Nickel Hinges,5509432,1168799,,PROW 24 6P MLD SC RH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,24,LH,Split Jamb,356,Nickel Hinges,5509431,1168798,,PROW 24 6P MLD SC LH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,28,RH,Split Jamb,356,Nickel Hinges,5509427,1169256,,PROW 28 6P MLD SC RH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,28,LH,Split Jamb,356,Nickel Hinges,5509439,1169254,,PROW 28 6P MLD SC LH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,30,RH,Split Jamb,356,Nickel Hinges,5509450,1169245,,PROW 30 6P MLD SC RH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,30,LH,Split Jamb,356,Nickel Hinges,5509422,1169236,,PROW 30 6P MLD SC LH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,32,RH,Split Jamb,356,Nickel Hinges,5509429,1170064,,PROW 32 6P MLD SC RH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,32,LH,Split Jamb,356,Nickel Hinges,5509451,1170130,,PROW 32 6P MLD SC LH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,36,RH,Split Jamb,356,Nickel Hinges,5509455,1169233,,PROW 36 6P MLD SC RH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,36,LH,Split Jamb,356,Nickel Hinges,5509457,1169235,,PROW 36 6P MLD SC LH PFJ 356 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-356 casing-nickel hinges
6 Panel Solid Core,Slab,24,No Bore,No Jamb,No Casing,No Hinges,5675095,1101976,,24 PRO 6PNL MLD TX SC SLAB 1-3/8,6 Panel Solid Core Slab
6 Panel Solid Core,Slab,28,No Bore,No Jamb,No Casing,No Hinges,5675092,1101977,,28 PRO 6PNL MLD TX SC SLAB 1-3/8,6 Panel Solid Core Slab
6 Panel Solid Core,Slab,30,No Bore,No Jamb,No Casing,No Hinges,5675093,1101978,,30 PRO 6PNL MLD TX SC SLAB 1-3/8,6 Panel Solid Core Slab
6 Panel Solid Core,Slab,32,No Bore,No Jamb,No Casing,No Hinges,5675099,1101979,,32 PRO 6PNL MLD TX SC SLAB 1-3/8,6 Panel Solid Core Slab
6 Panel Solid Core,Slab,36,No Bore,No Jamb,No Casing,No Hinges,5675096,1101980,,36 PRO 6PNL MLD TX SC SLAB 1-3/8,6 Panel Solid Core Slab
6 Panel Solid Core,Single Pre-hung,24,RH,Split Jamb,366,Nickel Hinges,5208958,1169410,,PROW 24 6P MLD TX SC RH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,24,LH,Split Jamb,366,Nickel Hinges,5208959,1168801,,PROW 24 6P MLD TX SC LH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,28,RH,Split Jamb,366,Nickel Hinges,5208960,1169261,,PROW 28 6P MLD TX SC RH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,28,LH,Split Jamb,366,Nickel Hinges,5208961,1169406,,PROW 28 6P MLD TX SC LH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,30,RH,Split Jamb,366,Nickel Hinges,5208962,1169269,,PROW 30 6P MLD TX SC RH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,24,LH,Split Jamb,366,Nickel Hinges,5208963,1169249,,PROW 24 6P MLD TX SC LH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,32,RH,Split Jamb,366,Nickel Hinges,5208964,1170116,,PROW 32 6P MLD TX SC RH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,32,LH,Split Jamb,366,Nickel Hinges,5208965,1170134,,PROW 32 6P MLD TX SC LH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,36,RH,Split Jamb,366,Nickel Hinges,5208966,1168734,,PROW 36 6P MLD TX SC RH PFJ 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Solid Core,Single Pre-hung,36,LH,Split Jamb,366,Nickel Hinges,5208967,1169252,,PROW 36 6P MLD TX SC LH PF) 366 NK,6 Panel-Textured-Solid core-Molded-Split Jamb-366 casing-nickel hinges
6 Panel Pine,Single Pre-hung,24,RH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675192,6035791,,24 PRO 6PNL PINE RH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,24,LH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675195,6035793,,24 PRO 6PNL PINE LH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,28,RH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675198,6035795,,28 PRO 6PNL PINE RH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,28,LH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675201,6035797,,28 PRO 6PNL PINE LH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,30,RH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675205,1101697,,30 PRO 6PNL PINE RH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,30,LH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675199,1101698,,30 PRO 6PNL PINE LH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,32,RH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675204,6035799,,32 PRO 6PNL PINE RH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,32,LH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675203,6035801,,32 PRO 6PNL PINE LH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,36,RH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675202,6035803,,36 PRO 6PNL PINE RH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
6 Panel Pine,Single Pre-hung,36,LH,Stain Grade Flat Jamb,No Casing,Nickel Hinges,5675200,1101702,,36 PRO 6PNL PINE LH SOL NO CSG NK,6 Panel Pine-Solid core - Stain grade Flat Jamb-no casing- nickel hinges
Primed Flush Hardboard,Single Pre-hung,24,RH,Split Jamb,376,Nickel Hinges,5062613,1169402,,24 RH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,24,LH,Split Jamb,376,Nickel Hinges,5062614,1168779,,24 LH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,28,RH,Split Jamb,376,Nickel Hinges,5062615,1168792,,28 RH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,28,LH,Split Jamb,376,Nickel Hinges,5062616,1168735,,28 LH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,30,RH,Split Jamb,376,Nickel Hinges,5062617,1170112,,30 RH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,30,LH,Split Jamb,376,Nickel Hinges,5062618,1170147,,30 LH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,32,RH,Split Jamb,376,Nickel Hinges,5062619,1169240,,32 RH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,32,LH,Split Jamb,376,Nickel Hinges,5062620,1169258,,32 LH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,36,RH,Split Jamb,376,Nickel Hinges,5062621,1168736,,36 RH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Single Pre-hung,36,LH,Split Jamb,376,Nickel Hinges,5062622,1170114,,36 LH PRIMED HB 376 NK,Primed Flush Hardboard Hollow core - Split Jamb-376 casing nickel hinges
Primed Flush Hardboard,Slab,18,No Bore,No Jamb,No Casing,No Hinges,5062589,1102016,,18in PRO HC Primed HB Slab,Primed Flush Hardboard - Hollow core-Molded-slab
Primed Flush Hardboard,Slab,24,No Bore,No Jamb,No Casing,No Hinges,5062590,1102017,,24in PRO HC Primed HB Slab,Primed Flush Hardboard - Hollow core-Molded-slab
Primed Flush Hardboard,Slab,28,No Bore,No Jamb,No Casing,No Hinges,5062591,1102018,,28in PRO HC Primed HB Slab,Primed Flush Hardboard - Hollow core-Molded-slab
Primed Flush Hardboard,Slab,30,No Bore,No Jamb,No Casing,No Hinges,5062592,1102019,,30in PRO HC Primed HB Slab,Primed Flush Hardboard - Hollow core-Molded-slab
Primed Flush Hardboard,Slab,32,No Bore,No Jamb,No Casing,No Hinges,5062593,1102020,,32in PRO HC Primed HB Slab,Primed Flush Hardboard - Hollow core-Molded-slab
Primed Flush Hardboard,Slab,36,No Bore,No Jamb,No Casing,No Hinges,5062594,1102021,,36in PRO HC Primed HB Stab,Primed Flush Hardboard - Hollow core-Molded-slab
French Door,Bi-hinge (French Door),48,No Bore,Flat Jamb,No Casing,Nickel Hinges with Ball catches,NA,1101703,,48 PRO FRENCH DOOR UNIT NK/10LT,French Bi-hinge-Flat Jamb-No casing-Ball catches-nickel hinges
French Door,Bi-hinge (French Door),60,No Bore,Flat Jamb,No Casing,Nickel Hinges with Ball catches,NA,1101704,,60 PRO FRENCH DOOR UNIT NK/15LT,French Bi-hinge-Flat Jamb-No casing-Ball catches-nickel hinges
Pocket Door Frame,Hardware,24,No Bore,No Jamb,No Casing,No Hinges,5675123,1170144,,24 POCKT DOOR FRAME W/HARDWARE,POCKET DOOR FRAMES WITH HARDWARE
Pocket Door Frame,Hardware,28,No Bore,No Jamb,No Casing,No Hinges,5675126,1170122,,28 POCKT DOOR FRAME W/HARDWARE,POCKET DOOR FRAMES WITH HARDWARE
Pocket Door Frame,Hardware,30,No Bore,No Jamb,No Casing,No Hinges,5675122,1170068,,30 POCKT DOOR FRAME W/HARDWARE,POCKET DOOR FRAMES WITH HARDWARE
Pocket Door Frame,Hardware,32,No Bore,No Jamb,No Casing,No Hinges,5675120,1170054,,32 POCKT DOOR FRAME W/HARDWARE,POCKET DOOR FRAMES WITH HARDWARE
Pocket Door Frame,Hardware,36,No Bore,No Jamb,No Casing,No Hinges,5675128,1170143,,36 POCKT DOOR FRAME W/HARDWARE,POCKET DOOR FRAMES WITH HARDWARE